-46.54960780564967	83.74	15.97	10.5	0.01529	0.002206	0.01344	0.03512	0.2102	0.08958	1.0
-46.57680780564967	101.4	25.5	19.36	0.02809	0.003956	0.01581	0.09657	0.366	0.1407	1.0
-46.53160780564967	90.82	24.11	34.78	0.01142	0.001533	0.02951	0.03136	0.08112	0.06296	1.0
-46.53060780564967	139.2	26.36	28.92	0.009181	0.001087	0.01069	0.08169	0.3538	0.1571	-1.0
-46.55140780564968	79.93	26.44	13.54	0.009355	0.002198	0.01718	0.03046	0.1067	0.07431	1.0
-46.62940780564967	126.7	34.12	48.55	0.03731	0.003892	0.01318	0.09251	0.3403	0.1418	-1.0
-46.55290780564968	63.3	18.45	7.254	0.01762	0.003925	0.01592	0.02565	0.1754	0.08512	1.0
-46.61300780564967	92.8	21.08	16.57	0.02016	0.003107	0.01202	0.038	0.1791	0.1155	1.0
-46.57320780564967	76.08	20.74	12.3	0.02348	0.008313	0.0222	0.04063	0.1256	0.09514	1.0
-46.52960780564968	140.5	29.33	45.42	0.01206	0.001575	0.01144	0.09061	0.3889	0.1984	-1.0
-46.45270780564967	103.4	23.75	27.19	0.03345	0.005082	0.02165	0.1578	0.5355	0.1741	1.0
-46.58340780564967	97.59	25.94	25.22	0.01491	0.001817	0.01884	0.03974	0.1381	0.07911	1.0
-46.51990780564967	151.6	33.82	69.47	0.05616	0.006299	0.01527	0.1692	0.6566	0.1899	-1.0
-46.53140780564967	177.0	32.68	83.16	0.05121	0.005195	0.02175	0.3523	0.7892	0.2733	-1.0
-46.60070780564967	85.56	23.08	22.45	0.008008	0.002015	0.02571	0.00186	0.005579	0.008772	1.0
-46.47730780564967	113.1	28.0	31.33	0.02147	0.003317	0.01719	0.09847	0.3664	0.1492	-1.0
-46.59560780564967	107.5	25.84	29.44	0.02444	0.002142	0.02471	0.1122	0.2846	0.1476	1.0
-46.61830780564967	78.78	19.68	20.86	0.04112	0.005512	0.0184	0.06737	0.1797	0.06918	1.0
-46.55830780564967	179.1	29.41	118.8	0.0431	0.006213	0.02057	0.3174	0.6599	0.2542	-1.0
-46.50250780564967	80.92	26.55	11.28	0.00911	0.001661	0.02349	0.01583	0.07915	0.05741	1.0
-46.59890780564968	96.42	25.34	12.67	0.01273	0.001444	0.01719	0.02681	0.0846	0.07911	1.0
-46.52150780564967	89.69	23.02	11.36	0.01285	0.001972	0.0187	0.03296	0.181	0.08388	1.0
-46.63410780564967	82.74	22.25	16.97	0.006887	0.001755	0.01466	0.001546	0.007732	0.02796	1.0
-46.54980780564967	96.05	24.64	30.29	0.01911	0.003586	0.01782	0.08005	0.2671	0.1015	1.0
-46.61570780564967	211.7	33.62	120.0	0.05693	0.005893	0.01065	0.3339	0.6476	0.2867	-1.0
-46.54110780564967	84.7	18.26	37.83	0.01442	0.002005	0.02921	0.02245	0.06735	0.0829	1.0
-46.59280780564967	82.66	26.76	21.38	0.01735	0.003526	0.02282	0.02031	0.07708	0.06402	1.0
-46.62070780564967	83.51	28.18	20.24	0.06063	0.008925	0.02354	0.08777	0.3218	0.0875	1.0
-46.59850780564968	120.3	28.07	46.61	0.02661	0.001519	0.0152	0.0515	0.1882	0.08436	-1.0
-46.58310780564968	71.12	21.77	12.97	0.007247	0.002606	0.0156	0.01012	0.04384	0.02381	1.0
-46.55570780564968	78.27	22.33	34.68	0.08262	0.006517	0.03418	0.09274	0.1546	0.09314	1.0
-46.58130780564967	69.35	23.31	13.12	0.01331	0.004492	0.01717	0.01993	0.03986	0.02222	1.0
-46.65130780564967	92.12	19.69	23.29	0.03961	0.003696	0.01878	0.1115	0.3344	0.1017	1.0
-46.52610780564967	143.4	26.06	89.74	0.027	0.003996	0.02897	0.117	0.2544	0.1489	-1.0
-46.61710780564968	139.9	27.26	93.54	0.02722	0.004217	0.02293	0.149	0.3446	0.149	-1.0
-46.51910780564968	114.6	33.39	35.24	0.0231	0.003224	0.019	0.1267	0.3024	0.1614	-1.0
-46.57810780564967	83.61	19.74	26.03	0.006991	0.002668	0.02216	0.008306	0.03046	0.04262	1.0
-46.65780780564968	68.81	26.29	20.05	0.01463	0.005667	0.01801	0.006829	0.02049	0.02381	1.0
-46.37880780564967	115.0	34.85	31.0	0.0371	0.004768	0.04499	0.1115	0.3744	0.1772	-1.0
-46.54520780564968	79.15	23.03	18.19	0.01641	0.001217	0.02434	0.04302	0.1624	0.08542	1.0
-46.64520780564967	166.1	26.4	158.7	0.02891	0.004239	0.01114	0.2439	0.4107	0.2216	-1.0
-46.57080780564967	86.57	21.59	27.57	0.01292	0.003213	0.02152	0.04279	0.149	0.09815	1.0
-46.58180780564968	84.58	32.84	14.68	0.006098	0.001532	0.01447	0.02383	0.1145	0.07431	1.0
-46.60020780564968	146.4	22.88	95.77	0.03214	0.005255	0.01617	0.1491	0.3533	0.1663	-1.0
-46.56280780564967	116.6	29.87	43.4	0.01063	0.001868	0.0152	0.05858	0.2644	0.116	-1.0
-46.50970780564967	117.7	20.24	26.44	0.01919	0.002881	0.01523	0.0755	0.3327	0.1252	1.0
-46.60100780564967	74.32	22.99	15.24	0.02042	0.003494	0.01824	0.0233	0.08434	0.06528	1.0
-46.61120780564967	78.0	23.84	18.15	0.009216	0.002146	0.02183	0.03709	0.1444	0.06961	1.0
-46.55480780564967	87.22	35.34	16.97	0.01764	0.00304	0.01357	0.1044	0.4023	0.1424	1.0
-46.57630780564967	159.8	25.59	92.81	0.05057	0.007259	0.01467	0.2417	0.8489	0.2507	-1.0
-46.53610780564967	162.3	39.16	52.34	0.01578	0.001892	0.01282	0.1519	0.3788	0.1697	-1.0
-46.63690780564967	72.42	14.82	11.09	0.01221	0.003428	0.02941	0.01236	0.02884	0.03194	1.0
-46.61660780564967	96.08	23.19	14.55	0.01177	0.002551	0.01325	0.01857	0.105	0.08586	1.0
-46.66220780564967	102.5	40.54	29.96	0.02845	0.003589	0.01185	0.1103	0.3064	0.08219	-1.0
-46.54020780564967	87.22	19.27	8.955	0.009169	0.001366	0.01129	0.02958	0.1791	0.107	1.0
-46.58250780564967	95.29	28.46	26.07	0.02052	0.002701	0.02086	0.018	0.07698	0.04195	1.0
-46.58440780564967	92.15	28.36	27.24	0.01779	0.003338	0.01503	0.04187	0.1377	0.108	1.0
-46.55120780564968	118.6	27.78	25.2	0.05122	0.004312	0.02545	0.1697	0.4589	0.1727	-1.0
-46.56110780564967	83.85	20.37	9.006	0.00493	0.00136	0.0172	0.01053	0.06243	0.04052	1.0
-46.51150780564967	86.2	27.1	21.46	0.04192	0.004775	0.02793	0.06636	0.2806	0.1138	1.0
-46.60540780564967	94.44	20.65	10.77	0.00371	0.001381	0.01536	0.00725	0.03866	0.03333	1.0
-46.39110780564968	184.6	17.33	153.4	0.04904	0.006193	0.03003	0.3001	0.7119	0.2654	-1.0
-46.58240780564967	112.0	18.22	23.31	0.0177	0.002379	0.01148	0.05539	0.3151	0.1147	1.0
-46.66530780564968	97.9	17.5	29.34	0.01156	0.002564	0.01227	0.01055	0.03517	0.03312	1.0
-46.61620780564967	97.19	22.46	21.47	0.01592	0.001976	0.01329	0.02881	0.1564	0.06019	1.0
-46.59610780564967	165.9	26.58	96.05	0.01652	0.001698	0.01386	0.108	0.2687	0.1789	-1.0
-46.57710780564968	93.76	21.7	13.22	0.0125	0.002074	0.01291	0.02181	0.1364	0.06987	1.0
-46.69460780564968	75.19	38.3	22.81	0.008878	0.001773	0.01989	0.0	0.0	0.0	1.0
-46.56890780564967	94.17	16.93	17.74	0.008153	0.001802	0.02154	0.01063	0.03732	0.05802	1.0
-46.54490780564967	153.2	27.66	53.91	0.01382	0.002179	0.01369	0.1127	0.3784	0.1932	-1.0
-46.58360780564967	79.93	22.02	12.67	0.01521	0.001588	0.01501	0.03503	0.1399	0.08476	1.0
-46.59070780564967	76.51	25.21	20.74	0.04785	0.00761	0.02728	0.08448	0.2534	0.086	1.0
-46.59550780564968	112.5	14.2	13.87	0.0182	0.002256	0.01175	0.1191	0.4004	0.1452	1.0
-46.57760780564967	113.7	25.21	57.72	0.03756	0.006187	0.04022	0.1799	0.3344	0.1047	-1.0
-46.59300780564967	99.31	24.37	34.37	0.02329	0.003299	0.01816	0.04825	0.1246	0.1096	1.0
-46.57850780564967	86.26	16.51	25.03	0.04741	0.009423	0.03127	0.0371	0.0942	0.06042	1.0
-46.60540780564967	74.08	24.77	20.67	0.01104	0.002228	0.03004	0.0	0.0	0.0	1.0
-46.53700780564967	56.65	22.44	17.81	0.01403	0.00682	0.06146	0.0	0.0	0.0	1.0
-46.55230780564967	67.08	23.22	12.33	0.01249	0.002472	0.0221	0.01756	0.06213	0.05588	1.0
-46.57870780564967	101.2	21.58	32.74	0.01295	0.00283	0.02005	0.03534	0.1117	0.07453	1.0
-46.52670780564967	149.6	27.78	41.51	0.03718	0.005099	0.01591	0.3189	0.9034	0.1964	-1.0
-46.56230780564968	102.8	15.98	24.19	0.01276	0.002808	0.0191	0.08842	0.256	0.1221	1.0
-46.66030780564967	62.25	20.83	21.69	0.006736	0.001688	0.03799	0.0	0.0	0.0	1.0
-46.62850780564967	70.1	24.22	20.56	0.01443	0.001971	0.03464	0.02495	0.04158	0.03125	1.0
-46.62860780564967	69.57	34.91	14.46	0.02736	0.004938	0.01843	0.05999	0.2	0.09127	1.0
-46.54830780564967	123.4	30.88	45.4	0.01162	0.002085	0.0141	0.07395	0.2914	0.1609	-1.0
-46.62540780564967	105.9	27.27	19.54	0.04639	0.004406	0.01638	0.1029	0.3662	0.1105	1.0
-46.42840780564967	65.5	22.65	17.67	0.08606	0.009559	0.04197	0.313	1.252	0.175	1.0
-46.54920780564967	81.41	21.57	20.77	0.03867	0.00483	0.02161	0.06335	0.2939	0.0931	1.0
-46.55860780564967	64.48	19.62	8.966	0.02213	0.003806	0.01708	0.04132	0.2456	0.105	1.0
-46.65340780564967	85.1	23.39	49.11	0.01005	0.002758	0.01575	0.02685	0.0612	0.0716	1.0
-46.49940780564968	101.9	25.16	16.07	0.01443	0.001787	0.01354	0.04201	0.2654	0.1427	1.0
-46.41460780564967	97.65	40.68	23.94	0.07217	0.01008	0.01789	0.2273	1.105	0.221	-1.0
-46.68600780564967	63.34	17.07	16.94	0.0676	0.005601	0.02384	0.09263	0.1544	0.03846	1.0
-46.46630780564967	97.67	20.5	22.79	0.02017	0.003479	0.02769	0.09293	0.3009	0.09722	1.0
-46.48060780564967	136.8	31.48	54.18	0.02501	0.004142	0.01689	0.1722	0.4784	0.2073	-1.0
-46.55350780564967	99.7	19.26	23.56	0.0146	0.0023	0.0198	0.06664	0.239	0.1288	1.0
-46.59200780564967	58.36	17.04	11.36	0.008007	0.003399	0.02711	0.0	0.0	0.0	1.0
-46.56040780564968	211.5	23.87	180.2	0.03356	0.002897	0.02201	0.1676	0.3794	0.2264	-1.0
-46.55790780564967	75.39	21.18	26.43	0.012	0.00347	0.02538	0.001597	0.00692	0.01042	1.0
-46.65250780564967	84.46	22.81	14.16	0.004899	0.001777	0.02671	0.02562	0.04833	0.05013	1.0
-46.30720780564968	170.3	31.72	116.4	0.06835	0.005987	0.07895	0.3754	0.7681	0.2508	-1.0
-46.64050780564967	93.96	17.4	33.01	0.004711	0.002273	0.01422	0.004559	0.01824	0.03532	1.0
-46.64850780564967	104.5	22.35	36.35	0.01038	0.001435	0.01069	0.03261	0.135	0.1001	1.0
-46.56640780564968	69.47	18.04	17.67	0.04888	0.01148	0.02632	0.1188	0.2913	0.1075	1.0
-46.63210780564968	87.36	28.71	9.549	0.0456	0.007358	0.0247	0.07943	0.2912	0.1092	1.0
-46.60370780564967	66.5	34.24	29.11	0.01124	0.003324	0.03004	0.0	0.0	0.0	1.0
-46.57200780564967	129.0	25.27	74.08	0.01938	0.003434	0.01875	0.09447	0.2802	0.1216	-1.0
-46.57560780564968	134.9	19.52	61.1	0.03033	0.003742	0.01925	0.09875	0.2489	0.1456	-1.0
